,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
4529,"Chicago, IL",social impact,"Manager, Candidate Screening and Assessments",https://www.indeed.com/rc/clk?jk=3133e1a677394bf9&fccid=48270b2eee62c2c6&vjs=3,Bain & Company," Develop pipeline of case studies, highlighting the impact of Bain’s work across a range of industries and capabilities","Chicago, IL","Posted
Posted 30+ days ago",4.3,10/10/2022,
4530,"Chicago, IL",social impact,Marketing Lead Director,https://www.indeed.com/rc/clk?jk=012006a8f1535673&fccid=be3b11aa573faee7&vjs=3,CVS Health," 4+ years of digital marketing experience, with a specific deep knowledge of social channels and consumer engagement in social activations","Chicago, IL","Posted
Posted 16 days ago",3.3,10/10/2022,
4531,"Chicago, IL",social impact,Intervention Specialist (Southeast),https://www.indeed.com/rc/clk?jk=52df8d254e8d93d4&fccid=fe876865a39a3fd1&vjs=3,Metropolitan Family Services," $2,500 sign on bonus - $500.00 on the Second Paycheck; $1000.00 at 6 month anniversary; and final payment of $1000.00 on the 12 month anniversary","Chicago, IL 60617 
(South Deering area)
+2 locations","Posted
Posted 30+ days ago",3.6,10/10/2022,
4532,"Chicago, IL",social impact,"2022 | Investing (Public/Private Equity, Fixed Income, Real...",https://www.indeed.com/rc/clk?jk=a50782b1b5e9c298&fccid=16a97ed26c75bf2d&vjs=3,Goldman Sachs," Delivering advice and identifying opportunities that shape clients’ portfolios and long-term investment goals.
 Strong communication skills (written and verbal)","Chicago, IL","Posted
Posted 30+ days ago",4,10/10/2022,
4533,"Chicago, IL",social impact,Business Operations Manager,https://www.indeed.com/rc/clk?jk=32260432ea34500f&fccid=234ac3b5f59bdc98&vjs=3,HappiLabs," Develop business intelligence reports to create, monitor, and improve KPIs.
 Provide data-driven solutions at team meetings.
 Keep the CEO focused on big picture","Hybrid remote in Chicago, IL","Posted
Posted 30+ days ago",,10/10/2022,
4534,"Chicago, IL",social impact,Hybrid Burton Guide,https://www.indeed.com/rc/clk?jk=f041a2f593483023&fccid=08a7d388ff010957&vjs=3,Burton, Burton is looking for an enthusiastic and knowledgeable seasonal full-time customer service “Hybrid Guide” to help set a new standard in customer satisfaction,"Chicago, IL 60630 
(Jefferson Park area)","Posted
Posted 30+ days ago",3.7,10/10/2022,
4535,"Chicago, IL",social impact,Community Navigator - 2Gen Project,https://www.indeed.com/rc/clk?jk=8bf5d28c80304aa2&fccid=aa30526d6a4866a8&vjs=3,Children's Home & Aid," You have a Bachelor's Degree in a social services field, OR some relevant college coursework plus two years' relevant professional experience, OR high school","Hybrid remote in Chicago, IL 60636","Posted
Posted 16 days ago",3.5,10/10/2022,
4536,"Chicago, IL",social impact,"Editorial Content Manager, UChicago Arts",https://www.indeed.com/rc/clk?jk=0a57d23dd8464c34&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Knowledge of best social media practices, live event integration, and audience engagement.
 Relevant experience with social media platforms, including basic","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4537,"Chicago, IL",social impact,FIA Enterprise Risk Analyst,https://www.indeed.com/rc/clk?jk=d1042c8d306496a8&fccid=aa50c21fb3d97098&vjs=3,Huron Consulting Group Inc.," With a solution-oriented approach, you will collaborate with team members to critically think, and problem solve to execute the implementation of effective","Chicago, IL 60607 
(West Loop Gate area)","Posted
Posted 10 days ago",3.4,10/10/2022,
4538,"Chicago, IL",social impact,IT Support Specialist,https://www.indeed.com/rc/clk?jk=5c6ddc6df87d37fd&fccid=320bb8dd1c99fdc3&vjs=3,Gelber Group LLC, This position will report directly into the head of Trade Support who reports directly into the Chief Operating Officer,"Chicago, IL 60654 
(Near North area)","Posted
Posted 30 days ago",3.8,10/10/2022,
4539,"Chicago, IL",social impact,"Manager, Candidate Screening and Assessments",https://www.indeed.com/rc/clk?jk=3133e1a677394bf9&fccid=48270b2eee62c2c6&vjs=3,Bain & Company," Develop pipeline of case studies, highlighting the impact of Bain’s work across a range of industries and capabilities","Chicago, IL","Posted
Posted 30+ days ago",4.3,10/10/2022,
4540,"Chicago, IL",social impact,Executive Assistant,https://www.indeed.com/rc/clk?jk=66531d445a0f7004&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," Our mission is to combine world-class data science and research, in partnership with government agencies, to substantially improve the effectiveness of the","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 30+ days ago",4.1,10/10/2022,
4541,"Chicago, IL",social impact,Global Internal Communications Coordinator,https://www.indeed.com/rc/clk?jk=df48b4c8bfd35da1&fccid=b8540d4697676178&vjs=3,Avison Young," Create and manage a variety of digital content (emails, internal social posts, newsletters, landing pages, etc.) that embodies the AY voice and fosters","Chicago, IL 60606 
(The Loop area)","Posted
Posted 30+ days ago",3.6,10/10/2022,
4542,"Chicago, IL",social impact,Performance Marketing Analyst,https://www.indeed.com/rc/clk?jk=04993fdbf1707d76&fccid=3aaee866a50817e6&vjs=3,Double Good," Our social initiatives echo our values and passions.
 The Performance Marketing Analyst will focus on driving customer acquisition and retention across all","Chicago, IL 60606 
(Loop area)","Posted
Posted 3 days ago",4,10/10/2022,
4543,"Chicago, IL",social impact,"Director, Diversity Sourcing",https://www.indeed.com/rc/clk?jk=480e7ba24e1a5def&fccid=160efb82f2462f14&vjs=3,Expedia Group, This form is used only by individuals with disabilities who require assistance or adjustments in applying and interviewing for a job,"Chicago, IL","Posted
Posted 19 days ago",3.9,10/10/2022,
4544,"Chicago, IL",social impact,Public Relations Manager,https://www.indeed.com/rc/clk?jk=7848a4fa91e0e255&fccid=9917de3c28f569f6&vjs=3,JLL," Strong project management skills and ability to prioritize high impact activities.
 Skilled in Microsoft Office Applications, social media and media-monitoring","Hybrid remote in Chicago, IL","Posted
Posted 3 days ago",3.7,10/10/2022,
4545,"Chicago, IL",social impact,Project Associate - Strategic Initiatives,https://www.indeed.com/rc/clk?jk=a7792dc485b00de7&fccid=f99648405c7e9e3a&vjs=3,CIBC," We work to recognize you in meaningful, personalized ways including a competitive salary, incentive pay, banking benefits, a health benefits program, defined","Chicago, IL","Posted
Posted 30+ days ago",3.8,10/10/2022,
4546,"Chicago, IL",social impact,Research Operations Assistant,https://www.indeed.com/rc/clk?jk=747774762c2a6787&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," The newly created Institute for Population and Precision Health (IPPH), located in the Biological Sciences Division, will integrate a wide spectrum of factors","Chicago, IL 60637 
(Woodlawn area)","Posted
Posted 11 days ago",4.1,10/10/2022,
4547,"Chicago, IL",social impact,Human Resources Generalist - Retail,https://www.indeed.com/rc/clk?jk=e5dd4e844bcc190a&fccid=6022baab463e8cb8&vjs=3,Curaleaf," This position will support our HR Department in ensuring smooth and efficient business operations.
 The HR Generalist will have both administrative and strategic","Chicago, IL","Posted
Posted 24 days ago",2.2,10/10/2022,
4548,"Chicago, IL",social impact,Trauma Coordinator,https://www.indeed.com/rc/clk?jk=1a79e8802069ce64&fccid=f0b9f94cc2f932db&vjs=3,LifeWorks," Our innovative programs have a lasting impact on the health, financial security and productivity of 24,000 workplaces.
 Proficient in Microsoft Office Suite","Chicago, IL 60602 
(The Loop area)","Posted
Posted 18 days ago",3,10/10/2022,
4549,"Chicago, IL",social impact,"Outreach Care Specialist – Onsite Target Store – Chicago, IL",https://www.indeed.com/rc/clk?jk=8b0c57ddc310da9e&fccid=2a4da7fa99f4b9ae&vjs=3,Elevance Health," Collaborates with social worker and/or care manager to develop action plan.
 Helps to bridge conversations with Target, Inc. team members and remove barriers","Chicago, IL 60607 
(Near West Side area)
+1 location","Posted
Posted 30+ days ago",3.6,10/10/2022,
4550,"Chicago, IL",social impact,Marketing Lead Director,https://www.indeed.com/rc/clk?jk=012006a8f1535673&fccid=be3b11aa573faee7&vjs=3,CVS Health," 4+ years of digital marketing experience, with a specific deep knowledge of social channels and consumer engagement in social activations","Chicago, IL","Posted
Posted 16 days ago",3.3,10/10/2022,
4551,"Chicago, IL",social impact,"Director of Communications, UChicago Urban Network",https://www.indeed.com/rc/clk?jk=0fb0ad20d65e675a&fccid=5cb727313a823dd6&vjs=3,The University of Chicago," A working knowledge of Microsoft Word, Excel, and PowerPoint as well as social media and web tools.
 Familiarity with urban-related research and initiatives as","Chicago, IL 60637 
(Woodlawn area)
+6 locations","Posted
Posted 30+ days ago",4.1,10/10/2022,
4552,"Chicago, IL",social impact,Tender Manager,https://www.indeed.com/rc/clk?jk=f0dc077df38a2b2d&fccid=8774bcbf6844c59c&vjs=3,Hitachi Energy," In this independent contributor role, you will be responsible to drive and motivate indirect reports during the tender preparation.
 Ability to travel 10-15%","Remote in Chicago, IL","Posted
Posted 20 days ago",3.8,10/10/2022,
4553,"Chicago, IL",social impact,Families Together Quality Assurance Specialist,https://www.indeed.com/rc/clk?jk=ae7c37532f22cd4f&fccid=6aca2553ad4fce06&vjs=3,Lutheran Social Services of Illinois," General understanding of the social services landscape in Illinois, such as Foster Care system, Human Services, Medicaid, etc. is strongly preferred","Chicago, IL","Posted
Posted 30+ days ago",3.2,10/10/2022,
4554,"Chicago, IL",social impact,Lic Clin Social Worker Lvl 2,https://www.indeed.com/rc/clk?jk=d8a53bdfa895ae3a&fccid=67eb1da74a4682e5&vjs=3,Rush University Medical Center," Attends individual and group supervision meetings for outpatient social workers as well as relevant social work trainings.
 Masters in Social Work; LCSW","Chicago, IL 60612 
(Illinois Medical District area)","Posted
Posted 30+ days ago",4,10/10/2022,
4555,"Chicago, IL",social impact,Special Education Assistant - Timesheet,https://www.indeed.com/rc/clk?jk=33ef8a26b68e4b50&fccid=7576b8929c90ce2e&vjs=3,Naperville Community Unit School District 203," Provides under the supervision of assigned administrator or certified staff, instruction to students in a variety of individual and group activities (e.g.","Naperville, IL 60540
+2 locations","Posted
Posted 3 days ago",3.8,10/10/2022,
4556,"Chicago, IL",social impact,"Consultant, Governance & Control",https://www.indeed.com/rc/clk?jk=2b270d33673b70f5&fccid=f99648405c7e9e3a&vjs=3,CIBC," We work to recognize you in meaningful, personalized ways including a competitive salary, incentive pay, banking benefits, a health benefits program, defined","Hybrid remote in Chicago, IL","Posted
Posted 30+ days ago",3.8,10/10/2022,
4557,"Chicago, IL",social impact,Actuarial Leadership Development Program - (Undergraduate &...,https://www.indeed.com/rc/clk?jk=e624ac58617101c3&fccid=be3b11aa573faee7&vjs=3,CVS Health," Our Actuarial Leadership Development Program (ALDP) is a full-time rotational program that is designed to help you develop actuarial skills, accelerate your","Chicago, IL","Posted
Posted 30+ days ago",3.3,10/10/2022,
4558,"Chicago, IL",social impact,"Specialist, Digital Learning Experience Design",https://www.indeed.com/rc/clk?jk=f822dda9bd2ae0ea&fccid=48270b2eee62c2c6&vjs=3,Bain & Company," Experience with technology -mobile/social/online tools.
 Engaged and visible within the assigned office with a positive impact on culture and team morale","Chicago, IL","Posted
Posted 9 days ago",4.3,10/10/2022,
4559,"Chicago, IL",social impact,Network Coordinator - AOK,https://www.indeed.com/rc/clk?jk=3f3127d35c161802&fccid=fe876865a39a3fd1&vjs=3,Metropolitan Family Services," 2 years: Experience in social work, early childhood education, family support, public health, or related field.
 Bilingual in English and Spanish, preferred","Chicago, IL 60617 
(South Deering area)","Posted
Posted 3 days ago",3.6,10/10/2022,
4560,"Chicago, IL",social impact,Head of Marketing,https://www.indeed.com/rc/clk?jk=a2fab874c065b06e&fccid=3394fcad38da6a2d&vjs=3,Beazley," Keep up to date with industry and technology changes that impact the business and product offerings.
 Responsible for product related content on social channels,","Chicago, IL","Posted
Posted 30+ days ago",4.4,10/10/2022,
4561,"Chicago, IL",social impact,Media and Communications Manager,https://www.indeed.com/rc/clk?jk=cb95853b5272b89b&fccid=3a0bd2c157feaf22&vjs=3,"WINGS Program, Inc"," Oversee alignment of communication platforms including, digital, social, email and mailings.
 Oversee the social media communications plan and support the","Rolling Meadows, IL 60008","Posted
Posted 30+ days ago",3.5,10/10/2022,
4562,"Chicago, IL",social impact,"University Minister, Interfaith Relationship",https://www.indeed.com/rc/clk?jk=d2d502170f4dc29f&fccid=e02cca13d756bf87&vjs=3,Dominican University," Prepare participants including an introduction to spirituality of service and relevant social concerns.
 The Faith for Change Fellowship is a student leadership","River Forest, IL 60305","Posted
Posted 30+ days ago",4.2,10/10/2022,
4563,"Chicago, IL",social impact,User Liason and Programmer,https://www.indeed.com/rc/clk?jk=36f53aa0d9d80526&fccid=419a6eb7ce26e9be&vjs=3,National Louis University, The User Liaison and Programmer consults with end users to understand their business processes and to become more efficient and effective utilizing the Banner,"Chicago, IL 60603 
(The Loop area)","Posted
Posted 12 days ago",3.7,10/10/2022,
4564,"Chicago, IL",social impact,Substance Abuse Counselor- Full-Time Days- ST. Joseph,https://www.indeed.com/rc/clk?jk=3d13c566b581a426&fccid=ae24f29d22570194&vjs=3,Ascension," Schedule:Full-Time, Day Shift 10:00 AM - 8:00 PM. No Weekends ro Holidays.
 Provide substance abuse counseling services","Chicago, IL 60657 
(Lake View East area)","Posted
Posted 5 days ago",3.6,10/10/2022,
4565,"Chicago, IL",social impact,Wavespace Technology Support Specialist,https://www.indeed.com/rc/clk?jk=df47dcb75f7b7f6a&fccid=1544766d4c2915b0&vjs=3,EY," ET will also support our internal technology needs by focusing on a better user experience.
 Information Security (Info Sec) - Info Sec prevents, detects,","Chicago, IL 60606 
(The Loop area)","Posted
Posted 21 days ago",4,10/10/2022,
